site_no,station_nm,dec_lat_va,dec_long_va,huc_cd,tz_cd,flow,flow_unit,flow_dt,stage,stage_unit,stage_dt,class,percentile,percent_median,percent_mean,url
01049265,"Kennebec River at North Sidney, Maine",44.4722,-69.6839,01030003,EST,6120,cfs,"2021-02-12 14:15:00",7.1,ft,"2021-02-12 14:15:00",5,45.15,93.87,88.75,https://waterdata.usgs.gov/monitoring-location/01049265
01049320,"Kennebec River at Calumet Bridge at Augusta, Maine",44.3186,-69.7717,01030003,EST,0,,"0000-00-00 00:00:00",4.52,ft,"2021-02-12 14:12:00",0,0,,,https://waterdata.usgs.gov/monitoring-location/01049320
01049330,"Kennebec River at Hallowell, Maine",44.2868,-69.7882,01030003,EST,0,,"0000-00-00 00:00:00",4.1,ft,"2021-02-12 14:48:00",0,0,,,https://waterdata.usgs.gov/monitoring-location/01049330
01049500,"Cobbosseecontee Stream at Gardiner, Maine",44.2292,-69.7781,01030003,EST,177,cfs,"2021-02-12 14:45:00",3.62,ft,"2021-02-12 14:45:00",4,20.05,65.56,58.87,https://waterdata.usgs.gov/monitoring-location/01049500
01049505,"Kennebec River at Gardiner, Maine",44.2303,-69.7694,01030003,EST,0,,"0000-00-00 00:00:00",4.35,ft,"2021-02-12 14:00:00",0,0,,,https://waterdata.usgs.gov/monitoring-location/01049505
01052500,"Diamond River near Wentworth Location, NH",44.8775,-71.0575,01040001,EST,Ice,cfs,"2021-02-12 14:15:00",2.17,ft,"2021-02-12 14:15:00",0,40.5,86.27,51.74,https://waterdata.usgs.gov/monitoring-location/01052500
01053500,"Androscoggin River at Errol, NH",44.7825,-71.1286,01040001,EST,2440,cfs,"2021-02-12 14:15:00",2.99,ft,"2021-02-12 14:15:00",6,80.39,123.23,124.02,https://waterdata.usgs.gov/monitoring-location/01053500
01053600,"Androscoggin River below Bog Brook at Cambridge NH",44.6661,-71.1814,01040001,EST,Ice,cfs,"2021-02-12 14:30:00",2.58,ft,"2021-02-12 14:30:00",0,69.44,114.17,108.61,https://waterdata.usgs.gov/monitoring-location/01053600
01054000,"Androscoggin River near Gorham, NH",44.4358,-71.1903,01040001,EST,3220,cfs,"2021-02-12 14:15:00",4.45,ft,"2021-02-12 14:15:00",7,91.53,147.37,142.06,https://waterdata.usgs.gov/monitoring-location/01054000
01054114,"Peabody River at Gorham, New Hampshire",44.3813,-71.1707,01040001,EST,Ice,cfs,"2021-02-12 14:15:00",2.35,ft,"2021-02-12 14:15:00",0,12.5,56.16,54.17,https://waterdata.usgs.gov/monitoring-location/01054114
01054200,"Wild River at Gilead, Maine",44.3906,-70.9797,01040002,EST,Ice,cfs,"2021-02-12 14:55:00",2.78,ft,"2021-02-12 14:55:00",0,90.27,210.26,147.13,https://waterdata.usgs.gov/monitoring-location/01054200
01054300,"Ellis River at South Andover, Maine",44.5933,-70.7331,01040002,EST,Ice,cfs,"2021-02-12 14:30:00",5.53,ft,"2021-02-12 14:30:00",0,61.67,115.38,58.44,https://waterdata.usgs.gov/monitoring-location/01054300
01054500,"Androscoggin River at Rumford, Maine",44.5519,-70.5442,01040002,EST,3020,cfs,"2021-02-12 14:15:00",4.2,ft,"2021-02-12 14:15:00",5,67.8,115.49,105.36,https://waterdata.usgs.gov/monitoring-location/01054500
01055000,"Swift River near Roxbury, Maine",44.6428,-70.5889,01040002,EST,Ice,cfs,"2021-02-12 14:30:00",1.45,ft,"2021-02-12 14:30:00",0,50.6,101.09,54.18,https://waterdata.usgs.gov/monitoring-location/01055000
01055500,"Nezinscot River at Turner Center, Maine",44.2694,-70.2297,01040002,EST,Ice,cfs,"2021-02-12 13:45:00",2.12,ft,"2021-02-12 13:45:00",0,76.63,178.72,97.64,https://waterdata.usgs.gov/monitoring-location/01055500
01057000,"Little Androscoggin River near South Paris, Maine",44.3039,-70.5397,01040002,EST,Ice,cfs,"2021-02-12 14:15:00",2.6,ft,"2021-02-12 14:15:00",0,32,81.98,50.97,https://waterdata.usgs.gov/monitoring-location/01057000
01059000,"Androscoggin River near Auburn, Maine",44.0722,-70.2081,01040002,EST,4510,cfs,"2021-02-12 14:15:00",3.81,ft,"2021-02-12 14:15:00",5,60.67,109.2,99.88,https://waterdata.usgs.gov/monitoring-location/01059000
01060000,"Royal River at Yarmouth, Maine",43.7991,-70.1783,01060001,EST,Ice,cfs,"2021-02-12 14:30:00",1.35,ft,"2021-02-12 14:30:00",0,37.45,80.8,40.79,https://waterdata.usgs.gov/monitoring-location/01060000
01063310,"Stony Brook at East Sebago, Maine",43.8556,-70.6397,01060001,EST,0.81,cfs,"2021-02-12 14:45:00",3.87,ft,"2021-02-12 14:45:00",0,26.11,77.88,64.8,https://waterdata.usgs.gov/monitoring-location/01063310
01063995,"Sebago Lake near North Windham, Maine",43.7778,-70.5061,01060001,EST,0,,"0000-00-00 00:00:00",262.77,ft,"2021-02-12 14:15:00",0,0,,,https://waterdata.usgs.gov/monitoring-location/01063995
01064118,"Presumpscot River at Westbrook, Maine",43.6869,-70.3472,01060001,EST,Bkw,cfs,"2021-02-12 14:15:00",4.61,ft,"2021-02-12 14:15:00",0,61.12,110.62,106.77,https://waterdata.usgs.gov/monitoring-location/01064118
01064140,"Presumpscot River near West Falmouth, Maine",43.7246,-70.3029,01060001,EST,Rat,cfs,"2021-02-12 14:30:00",3.88,ft,"2021-02-12 14:30:00",0,35.8,72.09,69.23,https://waterdata.usgs.gov/monitoring-location/01064140
01064500,"Saco River near Conway, NH",43.9908,-71.0906,01060002,EST,Ice,cfs,"2021-02-12 14:45:00",2.76,ft,"2021-02-12 14:45:00",0,52.58,103.7,61.9,https://waterdata.usgs.gov/monitoring-location/01064500
01064801,"BEARCAMP RIVER AT SOUTH TAMWORTH, NH",43.8301,-71.2878,01060002,EST,Ice,cfs,"2021-02-12 14:00:00",3.82,ft,"2021-02-12 14:00:00",0,3.7,58.46,48.63,https://waterdata.usgs.gov/monitoring-location/01064801
01066000,"Saco River at Cornish, Maine",43.8081,-70.7817,01060002,EST,Ice,cfs,"2021-02-12 14:45:00",3.86,ft,"2021-02-12 14:45:00",0,70.07,136.73,101.63,https://waterdata.usgs.gov/monitoring-location/01066000
01067950,"Kennebunk River near Kennebunk, Maine",43.4322,-70.5533,01060003,EST,Ice,cfs,"2021-02-12 14:45:00",2.84,ft,"2021-02-12 14:45:00",0,19.07,65.85,51.22,https://waterdata.usgs.gov/monitoring-location/01067950
01068910,"Mousam River at Route 4 near Sanford, Maine",43.4183,-70.7381,01060003,EST,Ice,cfs,"2021-02-12 14:45:00",1.69,ft,"2021-02-12 14:45:00",0,31.91,80.97,77.27,https://waterdata.usgs.gov/monitoring-location/01068910
01069500,"Mousam River near West Kennebunk, Maine",43.4183,-70.6583,01060003,EST,107,cfs,"2021-02-12 14:45:00",1.1,ft,"2021-02-12 14:45:00",4,22.74,64.85,55.77,https://waterdata.usgs.gov/monitoring-location/01069500
01069700,"Branch Brook near Kennebunk, Maine",43.3792,-70.5833,01060003,EST,Ice,cfs,"2021-02-12 14:45:00",1.75,ft,"2021-02-12 14:45:00",0,8.33,78.26,58.41,https://waterdata.usgs.gov/monitoring-location/01069700
01072800,"COCHECO RIVER NEAR ROCHESTER, NH.",43.2684,-70.9737,01060003,EST,Ice,cfs,"2021-02-12 14:00:00",3.32,ft,"2021-02-12 14:00:00",0,25.5,69.9,58.13,https://waterdata.usgs.gov/monitoring-location/01072800
01072870,"ISINGLASS R AT ROCHESTER NECK RD, NR DOVER, NH",43.2348,-70.9565,01060003,EST,62.7,cfs,"2021-02-12 14:15:00",3.86,ft,"2021-02-12 14:15:00",0,17.01,72.49,53.81,https://waterdata.usgs.gov/monitoring-location/01072870
01073000,"OYSTER RIVER NEAR DURHAM, NH",43.1487,-70.9651,01060003,EST,7.37,cfs,"2021-02-12 14:30:00",1.21,ft,"2021-02-12 14:30:00",4,20.97,59.44,39.35,https://waterdata.usgs.gov/monitoring-location/01073000
01073319,"LAMPREY RIVER AT LANGFORD ROAD, AT RAYMOND, NH",43.0414,-71.2017,01060003,EST,Ice,cfs,"2021-02-12 14:45:00",2.3,ft,"2021-02-12 14:45:00",0,8.33,59.08,41.32,https://waterdata.usgs.gov/monitoring-location/01073319
01073500,"LAMPREY RIVER NEAR NEWMARKET, NH",43.1026,-70.9526,01060003,EST,141,cfs,"2021-02-12 14:15:00",1.83,ft,"2021-02-12 14:15:00",4,23.21,69.8,52.83,https://waterdata.usgs.gov/monitoring-location/01073500
01073587,"EXETER RIVER AT HAIGH ROAD, NEAR BRENTWOOD, NH",42.9845,-71.0384,01060003,EST,52.1,cfs,"2021-02-12 14:15:00",4.69,ft,"2021-02-12 14:15:00",0,15.31,63.61,50.55,https://waterdata.usgs.gov/monitoring-location/01073587
01073785,"WINNICUT RIVER AT GREENLAND, NR PORTSMOUTH, NH",43.0358,-70.8475,01060003,EST,8.78,cfs,"2021-02-12 14:30:00",4.23,ft,"2021-02-12 14:30:00",0,22.56,59.73,37.06,https://waterdata.usgs.gov/monitoring-location/01073785
01074520,"EAST BRANCH PEMIGEWASSET RIVER AT LINCOLN, NH",44.0476,-71.6598,01070001,EST,76,cfs,"2021-02-12 14:15:00",3.67,ft,"2021-02-12 14:15:00",0,9.78,70.7,57.08,https://waterdata.usgs.gov/monitoring-location/01074520
01075000,"PEMIGEWASSET RIVER AT WOODSTOCK, NH",43.9762,-71.6795,01070001,EST,176,cfs,"2021-02-12 14:30:00",2.56,ft,"2021-02-12 14:30:00",5,57.5,106.02,76.65,https://waterdata.usgs.gov/monitoring-location/01075000
01076000,"BAKER RIVER NEAR RUMNEY, NH",43.7956,-71.8454,01070001,EST,79.7,cfs,"2021-02-12 14:30:00",0.72,ft,"2021-02-12 14:30:00",5,36.39,88.56,54.63,https://waterdata.usgs.gov/monitoring-location/01076000
01076500,"PEMIGEWASSET RIVER AT PLYMOUTH, NH",43.7592,-71.6856,01070001,EST,Ice,cfs,"2021-02-12 14:30:00",1.05,ft,"2021-02-12 14:30:00",0,55.99,110.21,62,https://waterdata.usgs.gov/monitoring-location/01076500
01077400,"COCKERMOUTH RIVER BELOW HARDY BROOK, AT GROTON, NH",43.7039,-71.8333,01070001,EST,8.85,cfs,"2021-02-12 14:00:00",1.97,ft,"2021-02-12 14:00:00",0,15.23,68.6,50.72,https://waterdata.usgs.gov/monitoring-location/01077400
01078000,"SMITH RIVER NEAR BRISTOL, NH",43.5665,-71.7479,01070001,EST,50.3,cfs,"2021-02-12 14:30:00",2.24,ft,"2021-02-12 14:30:00",5,33.54,83.83,49.37,https://waterdata.usgs.gov/monitoring-location/01078000
01081000,"WINNIPESAUKEE RIVER AT TILTON, NH",43.4417,-71.5876,01070002,EST,Ice,cfs,"2021-02-12 14:30:00",3.46,ft,"2021-02-12 14:30:00",0,35.84,73.49,69.03,https://waterdata.usgs.gov/monitoring-location/01081000
01081500,"MERRIMACK RIVER AT FRANKLIN JUNCTION, NH",43.4229,-71.6529,01070002,EST,1550,cfs,"2021-02-12 14:30:00",4.94,ft,"2021-02-12 14:30:00",5,42.02,87.32,73.78,https://waterdata.usgs.gov/monitoring-location/01081500
01082000,"CONTOOCOOK RIVER AT PETERBOROUGH, NH",42.8626,-71.9592,01070003,EST,Ice,cfs,"2021-02-12 14:30:00",2.42,ft,"2021-02-12 14:30:00",0,91.08,251,189.25,https://waterdata.usgs.gov/monitoring-location/01082000
01085000,"CONTOOCOOK RIVER NEAR HENNIKER, NH",43.152,-71.8573,01070003,EST,Ice,cfs,"2021-02-12 14:30:00",7.59,ft,"2021-02-12 14:30:00",0,88.04,257.14,172.31,https://waterdata.usgs.gov/monitoring-location/01085000
01085500,"CONTOOCOOK R BL HOPKINTON DAM AT W HOPKINTON, NH",43.1929,-71.7473,01070003,EST,Ice,cfs,"2021-02-12 14:30:00",2.16,ft,"2021-02-12 14:30:00",0,40.58,80.21,58.5,https://waterdata.usgs.gov/monitoring-location/01085500
01086000,"WARNER RIVER AT DAVISVILLE, NH",43.2509,-71.7323,01070003,EST,100,cfs,"2021-02-12 14:30:00",3.93,ft,"2021-02-12 14:30:00",4,23.64,73.53,46.87,https://waterdata.usgs.gov/monitoring-location/01086000
01089100,"SOUCOOK RIVER, AT PEMBROKE ROAD, NEAR CONCORD, NH",43.2137,-71.4803,01070002,EST,Ice,cfs,"2021-02-12 14:30:00",4,ft,"2021-02-12 14:30:00",0,30.8,73.42,57.61,https://waterdata.usgs.gov/monitoring-location/01089100
01089500,"SUNCOOK RIVER AT NORTH CHICHESTER, NH",43.2567,-71.3695,01070002,EST,131,cfs,"2021-02-12 14:15:00",3.45,ft,"2021-02-12 14:15:00",5,35.93,81.88,53.79,https://waterdata.usgs.gov/monitoring-location/01089500
01089925,"SUNCOOK RIVER AT NH 28, NEAR SUNCOOK, NH",43.1598,-71.4059,01070002,EST,163,cfs,"2021-02-12 14:30:00",285.49,ft,"2021-02-12 14:30:00",0,16.67,41.37,35.34,https://waterdata.usgs.gov/monitoring-location/01089925
01091000,"SOUTH BRANCH PISCATAQUOG RIVER NEAR GOFFSTOWN, NH",43.0148,-71.6415,01070002,EST,Ice,cfs,"2021-02-12 14:45:00",4.45,ft,"2021-02-12 14:45:00",0,82.74,215.81,142.36,https://waterdata.usgs.gov/monitoring-location/01091000
01091500,"PISCATAQUOG RIVER NEAR GOFFSTOWN, NH",43.0168,-71.5506,01070002,EST,125,cfs,"2021-02-12 14:30:00",3.85,ft,"2021-02-12 14:30:00",5,27.26,57.47,38.32,https://waterdata.usgs.gov/monitoring-location/01091500
01092000,"MERRIMACK R NR GOFFS FALLS, BELOW MANCHESTER, NH",42.9481,-71.4634,01070002,EST,Ice,cfs,"2021-02-12 14:30:00",3.87,ft,"2021-02-12 14:30:00",0,17.92,63.1,51.48,https://waterdata.usgs.gov/monitoring-location/01092000
01093852,"SOUHEGAN RIVER (SITE WLR-1) NEAR MILFORD, NH",42.8426,-71.7067,01070002,EST,Ice,cfs,"2021-02-12 14:45:00",4.02,ft,"2021-02-12 14:45:00",0,59.42,110.24,69.36,https://waterdata.usgs.gov/monitoring-location/01093852
01094000,"SOUHEGAN RIVER AT MERRIMACK, NH",42.8576,-71.5062,01070002,EST,Ice,cfs,"2021-02-12 14:30:00",2.9,ft,"2021-02-12 14:30:00",0,14.19,60.59,40.16,https://waterdata.usgs.gov/monitoring-location/01094000
01094400,"NORTH NASHUA RIVER AT FITCHBURG, MA",42.5762,-71.7881,01070004,EST,108,cfs,"2021-02-12 14:30:00",2.96,ft,"2021-02-12 14:30:00",5,62.07,115.51,95.75,https://waterdata.usgs.gov/monitoring-location/01094400
01094500,"NORTH NASHUA RIVER NEAR LEOMINSTER, MA",42.4951,-71.7219,01070004,EST,130,cfs,"2021-02-12 14:15:00",2.34,ft,"2021-02-12 14:15:00",5,38.33,86.09,64.68,https://waterdata.usgs.gov/monitoring-location/01094500
