site_no,station_nm,dec_lat_va,dec_long_va,huc_cd,tz_cd,flow,flow_unit,flow_dt,stage,stage_unit,stage_dt,class,percentile,percent_median,percent_mean,url
01017290,"Little Madawaska River at Caribou, Maine",46.8886,-67.945,01010004,EST,Ice,cfs,"2019-04-10 08:30:00",4.83,ft,"2019-04-10 08:30:00",0,48.81,97.48,45.09,https://waterdata.usgs.gov/me/nwis/uv?site_no=01017290
01017550,"Williams Brook at Phair, Maine",46.6281,-67.9531,01010005,EST,Ice,cfs,"2019-04-10 08:45:00",1.88,ft,"2019-04-10 08:45:00",0,39.57,92.65,55.56,https://waterdata.usgs.gov/me/nwis/uv?site_no=01017550
01017960,"Meduxnekeag R above S Br Medux. R nr Houlton, ME",46.105,-67.8814,01010005,EST,396,cfs,"2019-04-10 08:45:00",4.25,ft,"2019-04-10 08:45:00",0,57.37,115.28,80.72,https://waterdata.usgs.gov/me/nwis/uv?site_no=01017960
01018009,"Pearce Brook at Route 1 at Houlton, Maine",46.1153,-67.8403,01010005,EST,25.1,cfs,"2019-04-10 08:30:00",2.48,ft,"2019-04-10 08:30:00",0,28.46,66.76,55.14,https://waterdata.usgs.gov/me/nwis/uv?site_no=01018009
01018035,"Meduxnekeag River at Lowery Rd. nr Houlton, Maine",46.1811,-67.8039,01010005,EST,1140,cfs,"2019-04-10 08:45:00",4.36,ft,"2019-04-10 08:45:00",0,54.12,107.8,79.89,https://waterdata.usgs.gov/me/nwis/uv?site_no=01018035
01018500,"St. Croix River at Vanceboro, Maine",45.5683,-67.4283,01050001,EST,406,cfs,"2019-04-10 08:15:00",4.33,ft,"2019-04-10 08:15:00",5,65.22,149.82,65.47,https://waterdata.usgs.gov/me/nwis/uv?site_no=01018500
01018900,"West Grand Lake at Grand Lake Stream, Maine",45.1811,-67.7781,01050001,EST,0,,"0000-00-00 00:00:00",299.7,ft,"2019-04-10 08:00:00",0,0,,,https://waterdata.usgs.gov/me/nwis/uv?site_no=01018900
01019000,"Grand Lake Stream at Grand Lake Stream, Maine",45.1725,-67.7689,01050001,EST,319,cfs,"2019-04-10 08:00:00",2.4,ft,"2019-04-10 08:00:00",5,64.32,141.78,88.68,https://waterdata.usgs.gov/me/nwis/uv?site_no=01019000
01019300,"Lewy Lake at Princeton, Maine",45.2257,-67.577,01050001,EST,0,,"0000-00-00 00:00:00",202.1,ft,"2019-04-10 08:45:00",0,0,,,https://waterdata.usgs.gov/me/nwis/uv?site_no=01019300
01021000,"St. Croix River at Baring, Maine",45.1369,-67.3181,01050001,EST,5040,cfs,"2019-04-10 08:15:00",7.77,ft,"2019-04-10 08:15:00",5,56.23,125.84,102.85,https://waterdata.usgs.gov/me/nwis/uv?site_no=01021000
01021060,"St. Croix River at Calais, Maine",45.1917,-67.2834,01050001,EST,0,,"0000-00-00 00:00:00",-6.63,ft,"2019-04-10 08:00:00",0,0,,,https://waterdata.usgs.gov/me/nwis/uv?site_no=01021060
01021470,"Libby Brook near Northfield, Maine",44.8008,-67.725,01050002,EST,19.3,cfs,"2019-04-10 08:30:00",2.03,ft,"2019-04-10 08:30:00",0,37.29,77.82,69.5,https://waterdata.usgs.gov/me/nwis/uv?site_no=01021470
01021480,"Old Stream near Wesley, Maine",44.9369,-67.7361,01050002,EST,120,cfs,"2019-04-10 08:30:00",4.79,ft,"2019-04-10 08:30:00",0,52.5,101.69,79.41,https://waterdata.usgs.gov/me/nwis/uv?site_no=01021480
01022500,"Narraguagus River at Cherryfield, Maine",44.6081,-67.9353,01050002,EST,1010,cfs,"2019-04-10 08:00:00",10.11,ft,"2019-04-10 08:00:00",5,50.75,101.61,89.51,https://waterdata.usgs.gov/me/nwis/uv?site_no=01022500
01022840,"Otter Creek near Bar Harbor, Maine",44.3328,-68.2067,01050002,EST,4.28,cfs,"2019-04-10 04:25:00",2.04,ft,"2019-04-10 04:25:00",0,30.26,67.72,53.04,https://waterdata.usgs.gov/me/nwis/uv?site_no=01022840
01027200,"North Branch Penobscot River nr Pittston Farm, ME",45.9353,-69.9936,01020001,EST,Ice,cfs,"2019-04-10 08:45:00",5.28,ft,"2019-04-10 08:45:00",0,42.24,73.39,57.85,https://waterdata.usgs.gov/me/nwis/uv?site_no=01027200
01027240,"S. Br. Penobscot River nr Canada Falls Lake, Maine",45.8739,-69.995,01020001,EST,521,cfs,"2019-04-10 08:30:00",4.26,ft,"2019-04-10 08:30:00",0,0,,,https://waterdata.usgs.gov/me/nwis/uv?site_no=01027240
01029200,"Seboeis River near Shin Pond, Maine",46.1431,-68.6336,01020002,EST,Eqp,cfs,"2019-04-10 08:00:00",Eqp,ft,"2019-04-10 08:00:00",0,68.75,178.54,122.82,https://waterdata.usgs.gov/me/nwis/uv?site_no=01029200
01029500,"East Branch Penobscot River at Grindstone, Maine",45.7303,-68.5894,01020002,EST,Ice,cfs,"2019-04-10 08:30:00",6.95,ft,"2019-04-10 08:30:00",0,58.6,121.58,96.38,https://waterdata.usgs.gov/me/nwis/uv?site_no=01029500
01030350,"Wytopitlock Stream near Wytopitlock Maine",45.7086,-68.1581,01020003,EST,235,cfs,"2019-04-10 08:15:00",3.95,ft,"2019-04-10 08:15:00",0,54.89,124.34,77.04,https://waterdata.usgs.gov/me/nwis/uv?site_no=01030350
01030500,"Mattawamkeag River near Mattawamkeag, Maine",45.5011,-68.3058,01020003,EST,8490,cfs,"2019-04-10 08:15:00",10.44,ft,"2019-04-10 08:15:00",5,67.13,142.93,114.95,https://waterdata.usgs.gov/me/nwis/uv?site_no=01030500
01031300,"Piscataquis River at Blanchard, Maine",45.2672,-69.5839,01020004,EST,Ice,cfs,"2019-04-10 08:30:00",5.36,ft,"2019-04-10 08:30:00",0,29.4,53.96,45.51,https://waterdata.usgs.gov/me/nwis/uv?site_no=01031300
01031450,"Kingsbury Stream at Abbot Village, Maine",45.1844,-69.4522,01020004,EST,Ice,cfs,"2019-04-10 08:30:00",8.16,ft,"2019-04-10 08:30:00",0,28.38,55.19,51.32,https://waterdata.usgs.gov/me/nwis/uv?site_no=01031450
01031500,"Piscataquis River near Dover-Foxcroft, Maine",45.175,-69.3147,01020004,EST,1300,cfs,"2019-04-10 08:30:00",4.16,ft,"2019-04-10 08:30:00",5,42.97,87.84,76.48,https://waterdata.usgs.gov/me/nwis/uv?site_no=01031500
01031510,"Black Stream near Dover-Foxcroft, Maine",45.1503,-69.2364,01020004,EST,152,cfs,"2019-04-10 08:30:00",4.65,ft,"2019-04-10 08:30:00",0,62.66,115.15,94.52,https://waterdata.usgs.gov/me/nwis/uv?site_no=01031510
01034000,"Piscataquis River at Medford, Maine",45.2606,-68.8686,01020004,EST,5120,cfs,"2019-04-10 08:15:00",5.21,ft,"2019-04-10 08:15:00",5,53.95,106.11,85.19,https://waterdata.usgs.gov/me/nwis/uv?site_no=01034000
01034500,"Penobscot River at West Enfield, Maine",45.2361,-68.6514,01020005,EST,26800,cfs,"2019-04-10 08:30:00",8.52,ft,"2019-04-10 08:30:00",5,60.61,119.11,103.43,https://waterdata.usgs.gov/me/nwis/uv?site_no=01034500
01036390,"Penobscot River at Eddington, Maine",44.8267,-68.6967,01020005,EST,3.7,cfs,"2002-09-30 23:45:00",8.48,ft,"2019-04-10 08:30:00",0,5.26,0.01,0.01,https://waterdata.usgs.gov/me/nwis/uv?site_no=01036390
01037000,"Kenduskeag Stream near Bangor, Maine",44.8611,-68.8317,01020005,EST,1130,cfs,"2019-04-10 08:15:00",6.36,ft,"2019-04-10 08:15:00",0,75.71,143.4,113.23,https://waterdata.usgs.gov/me/nwis/uv?site_no=01037000
01037050,"Penobscot River at Bangor, Maine",44.7964,-68.7678,01020005,EST,0,,"0000-00-00 00:00:00",-1.71,ft,"2019-04-10 08:06:00",0,0,,,https://waterdata.usgs.gov/me/nwis/uv?site_no=01037050
01037380,"Ducktrap River near Lincolnville, Maine",44.3292,-69.0608,01050002,EST,67.8,cfs,"2019-04-10 08:15:00",2.93,ft,"2019-04-10 08:15:00",0,60.6,105.61,89.2,https://waterdata.usgs.gov/me/nwis/uv?site_no=01037380
01038000,"Sheepscot River at North Whitefield, Maine",44.2228,-69.5939,01050003,EST,654,cfs,"2019-04-10 08:45:00",4.07,ft,"2019-04-10 07:45:00",5,54.52,103.65,89.31,https://waterdata.usgs.gov/me/nwis/uv?site_no=01038000
01042500,"Kennebec River at The Forks, Maine",45.3397,-69.9619,01030002,EST,1060,cfs,"2019-04-10 08:15:00",2.58,ft,"2019-04-10 08:15:00",4,22.79,60.74,42.93,https://waterdata.usgs.gov/me/nwis/uv?site_no=01042500
01043500,"Dead River near Dead River, Maine",45.229,-70.2011,01030002,EST,400,cfs,"2019-04-10 08:30:00",3.94,ft,"2019-04-10 08:30:00",5,47.85,89.49,51.35,https://waterdata.usgs.gov/me/nwis/uv?site_no=01043500
01044550,"Spencer Stream near Grand Falls, Maine",45.3136,-70.2417,01030002,EST,Ice,cfs,"2019-04-10 08:00:00",3.59,ft,"2019-04-10 08:00:00",0,37.18,72.76,45.82,https://waterdata.usgs.gov/me/nwis/uv?site_no=01044550
01046000,"Austin Stream at Bingham, Maine",45.0644,-69.8806,01030003,EST,331,cfs,"2019-04-10 08:30:00",5.68,ft,"2019-04-10 08:30:00",5,52.06,105.08,79.09,https://waterdata.usgs.gov/me/nwis/uv?site_no=01046000
01046500,"Kennebec River at Bingham, Maine",45.0519,-69.8856,01030003,EST,4700,cfs,"2019-04-10 08:15:00",8.14,ft,"2019-04-10 08:15:00",5,54.18,107.55,83.13,https://waterdata.usgs.gov/me/nwis/uv?site_no=01046500
01047000,"Carrabassett River near North Anson, Maine",44.8692,-69.955,01030003,EST,Ice,cfs,"2019-04-10 08:00:00",5.88,ft,"2019-04-10 08:00:00",0,71.5,140.62,115.56,https://waterdata.usgs.gov/me/nwis/uv?site_no=01047000
01047150,"Kennebec River near Madison, Maine",44.7789,-69.8869,01030003,EST,6900,cfs,"2019-04-10 08:45:00",5.25,ft,"2019-04-10 08:45:00",0,28.69,76.5,63.61,https://waterdata.usgs.gov/me/nwis/uv?site_no=01047150
01047200,"Sandy River near Madrid, Maine",44.8578,-70.4853,01030003,EST,Ice,cfs,"2019-04-10 08:00:00",4.61,ft,"2019-04-10 08:00:00",0,16.7,47.64,32.61,https://waterdata.usgs.gov/me/nwis/uv?site_no=01047200
01048000,"Sandy River near Mercer, Maine",44.7081,-69.9375,01030003,EST,Ice,cfs,"2019-04-10 08:00:00",5.42,ft,"2019-04-10 08:00:00",0,38.99,85.93,74.76,https://waterdata.usgs.gov/me/nwis/uv?site_no=01048000
01048220,"East Branch Wesserunsett Stream near Athens, Maine",44.9475,-69.6569,01030003,EST,Ice,cfs,"2019-04-10 08:00:00",3.66,ft,"2019-04-10 08:00:00",0,29.16,57.41,57.42,https://waterdata.usgs.gov/me/nwis/uv?site_no=01048220
01049265,"Kennebec River at North Sidney, Maine",44.4722,-69.6839,01030003,EST,17700,cfs,"2019-04-10 08:15:00",9.73,ft,"2019-04-10 08:15:00",5,51.89,101.72,88.79,https://waterdata.usgs.gov/me/nwis/uv?site_no=01049265
01049320,"Kennebec River at Calumet Bridge at Augusta, Maine",44.3186,-69.7717,01030003,EST,0,,"0000-00-00 00:00:00",5.79,ft,"2019-04-10 08:12:00",0,0,,,https://waterdata.usgs.gov/me/nwis/uv?site_no=01049320
01049330,"Kennebec River at Hallowell, Maine",44.2868,-69.7882,01030003,EST,0,,"0000-00-00 00:00:00",4.83,ft,"2019-04-10 08:48:00",0,0,,,https://waterdata.usgs.gov/me/nwis/uv?site_no=01049330
01049500,"Cobbosseecontee Stream at Gardiner, Maine",44.2292,-69.7781,01030003,EST,1050,cfs,"2019-04-10 08:45:00",5.7,ft,"2019-04-10 07:45:00",5,58.39,115.64,103.92,https://waterdata.usgs.gov/me/nwis/uv?site_no=01049500
01049505,"Kennebec River at Gardiner, Maine",44.2303,-69.7694,01030003,EST,0,,"0000-00-00 00:00:00",5.53,ft,"2019-04-10 08:00:00",0,0,,,https://waterdata.usgs.gov/me/nwis/uv?site_no=01049505
01052500,"Diamond River near Wentworth Location, NH",44.8775,-71.0575,01040001,EST,Ice,cfs,"2019-04-10 08:15:00",3.81,ft,"2019-04-10 08:15:00",0,59.43,124.71,80.58,https://waterdata.usgs.gov/nh/nwis/uv?site_no=01052500
01053500,"Androscoggin River at Errol, NH",44.7825,-71.1286,01040001,EST,2150,cfs,"2019-04-10 08:15:00",2.81,ft,"2019-04-10 08:15:00",5,73.02,137.82,111.38,https://waterdata.usgs.gov/nh/nwis/uv?site_no=01053500
01053600,"Androscoggin River below Bog Brook at Cambridge NH",44.6661,-71.1814,01040001,EST,2640,cfs,"2019-04-10 08:30:00",2.42,ft,"2019-04-10 08:30:00",0,58.33,101.93,92.67,https://waterdata.usgs.gov/nh/nwis/uv?site_no=01053600
01054000,"Androscoggin River near Gorham, NH",44.4358,-71.1903,01040001,EST,3300,cfs,"2019-04-10 08:15:00",4.5,ft,"2019-04-10 08:15:00",5,65.82,124.53,97.9,https://waterdata.usgs.gov/nh/nwis/uv?site_no=01054000
01054114,"Peabody River at Gorham, New Hampshire",44.3813,-71.1707,01040001,EST,Ice,cfs,"2019-04-10 08:15:00",3.35,ft,"2019-04-10 08:15:00",0,32.74,82.5,69.26,https://waterdata.usgs.gov/nh/nwis/uv?site_no=01054114
01054200,"Wild River at Gilead, Maine",44.3906,-70.9797,01040002,EST,Ice,cfs,"2019-04-10 08:55:00",3.08,ft,"2019-04-10 08:55:00",0,31.44,75.61,45.26,https://waterdata.usgs.gov/me/nwis/uv?site_no=01054200
01054300,"Ellis River at South Andover, Maine",44.5933,-70.7331,01040002,EST,Ice,cfs,"2019-04-10 08:30:00",7.72,ft,"2019-04-10 08:30:00",0,50.61,101.24,79.22,https://waterdata.usgs.gov/me/nwis/uv?site_no=01054300
01054500,"Androscoggin River at Rumford, Maine",44.5519,-70.5442,01040002,EST,5870,cfs,"2019-04-10 08:15:00",5.46,ft,"2019-04-10 08:15:00",5,51.88,102.62,86.08,https://waterdata.usgs.gov/me/nwis/uv?site_no=01054500
01055000,"Swift River near Roxbury, Maine",44.6428,-70.5889,01040002,EST,Ice,cfs,"2019-04-10 08:30:00",2.29,ft,"2019-04-10 08:30:00",0,30,65.95,46.66,https://waterdata.usgs.gov/me/nwis/uv?site_no=01055000
01055500,"Nezinscot River at Turner Center, Maine",44.2694,-70.2297,01040002,EST,971,cfs,"2019-04-10 07:45:00",3.54,ft,"2019-04-10 07:45:00",5,62.02,116.01,105.56,https://waterdata.usgs.gov/me/nwis/uv?site_no=01055500
01057000,"Little Androscoggin River near South Paris, Maine",44.3039,-70.5397,01040002,EST,364,cfs,"2019-04-10 08:15:00",4.24,ft,"2019-04-10 08:15:00",5,47.93,96.55,83.52,https://waterdata.usgs.gov/me/nwis/uv?site_no=01057000
01059000,"Androscoggin River near Auburn, Maine",44.0722,-70.2081,01040002,EST,12100,cfs,"2019-04-10 08:15:00",6.45,ft,"2019-04-10 08:15:00",5,50.83,100.83,90.8,https://waterdata.usgs.gov/me/nwis/uv?site_no=01059000
01063310,"Stony Brook at East Sebago, Maine",43.8556,-70.6397,01060001,EST,4.34,cfs,"2019-04-10 08:45:00",4.36,ft,"2019-04-10 08:45:00",0,42.39,82.67,75.35,https://waterdata.usgs.gov/me/nwis/uv?site_no=01063310
01063995,"Sebago Lake near North Windham, Maine",43.7778,-70.5061,01060001,EST,0,,"0000-00-00 00:00:00",264.1,ft,"2019-04-10 08:15:00",0,0,,,https://waterdata.usgs.gov/me/nwis/uv?site_no=01063995
01064118,"Presumpscot River at Westbrook, Maine",43.6869,-70.3472,01060001,EST,1160,cfs,"2019-04-10 08:15:00",5.4,ft,"2019-04-10 08:15:00",0,46.84,89.92,80.22,https://waterdata.usgs.gov/me/nwis/uv?site_no=01064118
01064500,"Saco River near Conway, NH",43.9908,-71.0906,01060002,EST,1550,cfs,"2019-04-10 08:45:00",4.31,ft,"2019-04-10 08:45:00",5,43.23,89.6,74.33,https://waterdata.usgs.gov/nh/nwis/uv?site_no=01064500
01064801,"BEARCAMP RIVER AT SOUTH TAMWORTH, NH",43.8301,-71.2878,01060002,EST,375,cfs,"2019-04-10 08:30:00",5.12,ft,"2019-04-10 08:30:00",0,58.9,105.93,91.97,https://waterdata.usgs.gov/nh/nwis/uv?site_no=01064801
01066000,"Saco River at Cornish, Maine",43.8081,-70.7817,01060002,EST,6370,cfs,"2019-04-10 08:45:00",6.53,ft,"2019-04-10 08:45:00",5,48.95,98.76,92.41,https://waterdata.usgs.gov/me/nwis/uv?site_no=01066000
01067950,"Kennebunk River near Kennebunk, Maine",43.4322,-70.5533,01060003,EST,106,cfs,"2019-04-10 08:45:00",4.67,ft,"2019-04-10 07:45:00",0,45.54,89.83,89.89,https://waterdata.usgs.gov/me/nwis/uv?site_no=01067950
01068910,"Mousam River at Route 4 near Sanford, Maine",43.4183,-70.7381,01060003,EST,299,cfs,"2019-04-10 08:45:00",3.49,ft,"2019-04-10 07:45:00",0,53.09,113.47,124.15,https://waterdata.usgs.gov/me/nwis/uv?site_no=01068910
01069500,"Mousam River near West Kennebunk, Maine",43.4183,-70.6583,01060003,EST,543,cfs,"2019-04-10 08:45:00",2.2,ft,"2019-04-10 08:45:00",5,63.92,124.11,112.49,https://waterdata.usgs.gov/me/nwis/uv?site_no=01069500
01069700,"Branch Brook near Kennebunk, Maine",43.3792,-70.5833,01060003,EST,35.8,cfs,"2019-04-10 08:45:00",2.12,ft,"2019-04-10 08:45:00",0,52.26,104.83,99.67,https://waterdata.usgs.gov/me/nwis/uv?site_no=01069700
01072800,"COCHECO RIVER NEAR ROCHESTER, NH.",43.2684,-70.9737,01060003,EST,375,cfs,"2019-04-10 08:00:00",5,ft,"2019-04-10 08:00:00",0,70.56,139.93,116.11,https://waterdata.usgs.gov/nh/nwis/uv?site_no=01072800
01072870,"ISINGLASS R AT ROCHESTER NECK RD, NR DOVER, NH",43.2348,-70.9565,01060003,EST,292,cfs,"2019-04-10 08:15:00",6.22,ft,"2019-04-10 08:15:00",0,67.5,124.79,100.87,https://waterdata.usgs.gov/nh/nwis/uv?site_no=01072870
01073000,"OYSTER RIVER NEAR DURHAM, NH",43.1487,-70.9651,01060003,EST,42.9,cfs,"2019-04-10 08:30:00",2.14,ft,"2019-04-10 08:30:00",5,54.43,110,90.24,https://waterdata.usgs.gov/nh/nwis/uv?site_no=01073000
01073319,"LAMPREY RIVER AT LANGFORD ROAD, AT RAYMOND, NH",43.0414,-71.2017,01060003,EST,180,cfs,"2019-04-10 08:45:00",3.23,ft,"2019-04-10 08:45:00",0,38.82,95.24,81.9,https://waterdata.usgs.gov/nh/nwis/uv?site_no=01073319
01073500,"LAMPREY RIVER NEAR NEWMARKET, NH",43.1026,-70.9526,01060003,EST,482,cfs,"2019-04-10 08:15:00",3.24,ft,"2019-04-10 08:15:00",5,34.59,79.02,69,https://waterdata.usgs.gov/nh/nwis/uv?site_no=01073500
01073587,"EXETER RIVER AT HAIGH ROAD, NEAR BRENTWOOD, NH",42.9845,-71.0384,01060003,EST,155,cfs,"2019-04-10 08:15:00",5.32,ft,"2019-04-10 08:15:00",0,29.58,72.09,64.89,https://waterdata.usgs.gov/nh/nwis/uv?site_no=01073587
01073785,"WINNICUT RIVER AT GREENLAND, NR PORTSMOUTH, NH",43.0358,-70.8475,01060003,EST,39.2,cfs,"2019-04-10 08:30:00",4.96,ft,"2019-04-10 08:30:00",0,37.52,85.12,79.24,https://waterdata.usgs.gov/nh/nwis/uv?site_no=01073785
01074520,"EAST BRANCH PEMIGEWASSET RIVER AT LINCOLN, NH",44.0476,-71.6598,01070001,EST,311,cfs,"2019-04-10 08:15:00",2.8,ft,"2019-04-10 08:15:00",0,41.82,77.17,61.33,https://waterdata.usgs.gov/nh/nwis/uv?site_no=01074520
01075000,"PEMIGEWASSET RIVER AT WOODSTOCK, NH",43.9762,-71.6795,01070001,EST,987,cfs,"2019-04-10 08:30:00",4.04,ft,"2019-04-10 08:30:00",5,67.5,145.79,116.56,https://waterdata.usgs.gov/nh/nwis/uv?site_no=01075000
01076000,"BAKER RIVER NEAR RUMNEY, NH",43.7956,-71.8454,01070001,EST,740,cfs,"2019-04-10 08:30:00",2.57,ft,"2019-04-10 08:30:00",5,61.37,133.21,100.52,https://waterdata.usgs.gov/nh/nwis/uv?site_no=01076000
01076500,"PEMIGEWASSET RIVER AT PLYMOUTH, NH",43.7592,-71.6856,01070001,EST,2850,cfs,"2019-04-10 08:30:00",2.82,ft,"2019-04-10 08:30:00",5,53.06,104.01,86.02,https://waterdata.usgs.gov/nh/nwis/uv?site_no=01076500
01077400,"COCKERMOUTH RIVER BELOW HARDY BROOK, AT GROTON, NH",43.7039,-71.8333,01070001,EST,Rat,cfs,"2019-04-10 08:00:00",3.04,ft,"2019-04-10 08:00:00",0,46.52,88.16,52.86,https://waterdata.usgs.gov/nh/nwis/uv?site_no=01077400
01078000,"SMITH RIVER NEAR BRISTOL, NH",43.5665,-71.7479,01070001,EST,528,cfs,"2019-04-10 08:30:00",4.37,ft,"2019-04-10 08:30:00",5,65.28,137.86,111.59,https://waterdata.usgs.gov/nh/nwis/uv?site_no=01078000
01081000,"WINNIPESAUKEE RIVER AT TILTON, NH",43.4417,-71.5876,01070002,EST,1190,cfs,"2019-04-10 08:30:00",4.49,ft,"2019-04-10 08:30:00",5,60.18,114.42,102.98,https://waterdata.usgs.gov/nh/nwis/uv?site_no=01081000
01081500,"MERRIMACK RIVER AT FRANKLIN JUNCTION, NH",43.4229,-71.6529,01070002,EST,6900,cfs,"2019-04-10 08:30:00",8.47,ft,"2019-04-10 08:30:00",5,69.41,122.67,110.74,https://waterdata.usgs.gov/nh/nwis/uv?site_no=01081500
01082000,"CONTOOCOOK RIVER AT PETERBOROUGH, NH",42.8626,-71.9592,01070003,EST,233,cfs,"2019-04-10 08:30:00",2.47,ft,"2019-04-10 08:30:00",5,36.8,90.31,73.21,https://waterdata.usgs.gov/nh/nwis/uv?site_no=01082000
01085000,"CONTOOCOOK RIVER NEAR HENNIKER, NH",43.152,-71.8573,01070003,EST,1570,cfs,"2019-04-10 08:30:00",8.28,ft,"2019-04-10 08:30:00",5,46.82,97.82,79.85,https://waterdata.usgs.gov/nh/nwis/uv?site_no=01085000
01085500,"CONTOOCOOK R BL HOPKINTON DAM AT W HOPKINTON, NH",43.1929,-71.7473,01070003,EST,1880,cfs,"2019-04-10 08:00:00",4.24,ft,"2019-04-10 08:00:00",5,48.26,96.41,86.2,https://waterdata.usgs.gov/nh/nwis/uv?site_no=01085500
01086000,"WARNER RIVER AT DAVISVILLE, NH",43.2509,-71.7323,01070003,EST,798,cfs,"2019-04-10 08:30:00",5.96,ft,"2019-04-10 08:30:00",5,57.91,123.15,100.31,https://waterdata.usgs.gov/nh/nwis/uv?site_no=01086000
01089100,"SOUCOOK RIVER, AT PEMBROKE ROAD, NEAR CONCORD, NH",43.2137,-71.4803,01070002,EST,307,cfs,"2019-04-10 08:30:00",5.85,ft,"2019-04-10 08:30:00",5,58.58,124.29,103,https://waterdata.usgs.gov/nh/nwis/uv?site_no=01089100
01089500,"SUNCOOK RIVER AT NORTH CHICHESTER, NH",43.2567,-71.3695,01070002,EST,648,cfs,"2019-04-10 08:15:00",4.74,ft,"2019-04-10 08:15:00",5,43.05,91.4,79.36,https://waterdata.usgs.gov/nh/nwis/uv?site_no=01089500
01089925,"SUNCOOK RIVER AT NH 28, NEAR SUNCOOK, NH",43.1598,-71.4059,01070002,EST,902,cfs,"2019-04-10 08:30:00",286.98,ft,"2019-04-10 08:30:00",0,48.13,93.33,93.33,https://waterdata.usgs.gov/nh/nwis/uv?site_no=01089925
01091000,"SOUTH BRANCH PISCATAQUOG RIVER NEAR GOFFSTOWN, NH",43.0148,-71.6415,01070002,EST,345,cfs,"2019-04-10 08:45:00",4.65,ft,"2019-04-10 08:45:00",5,42.47,87.34,71.31,https://waterdata.usgs.gov/nh/nwis/uv?site_no=01091000
01091003,"S BR PISCATAQUOG R AT RIVER RD, NEAR GOFFSTOWN, NH",43.0164,-71.6267,01070002,EST,0,,"0000-00-00 00:00:00",Dis,ft,"2019-03-28 08:00:00",0,0,,,https://waterdata.usgs.gov/nh/nwis/uv?site_no=01091003
01091500,"PISCATAQUOG RIVER NEAR GOFFSTOWN, NH",43.0168,-71.5506,01070002,EST,722,cfs,"2019-04-10 08:30:00",5.37,ft,"2019-04-10 08:30:00",5,41.94,81.67,74.98,https://waterdata.usgs.gov/nh/nwis/uv?site_no=01091500
01092000,"MERRIMACK R NR GOFFS FALLS, BELOW MANCHESTER, NH",42.9481,-71.4634,01070002,EST,14200,cfs,"2019-04-10 08:30:00",7.4,ft,"2019-04-10 08:30:00",5,65.39,119.33,104.18,https://waterdata.usgs.gov/nh/nwis/uv?site_no=01092000
